用户名,性别,评分,城市,评论,用户等级
云深不知处,1.0,4.0,济南,"印象特别深刻的是电影最后的两个迷之微笑，其实是想模仿杀人回忆吧！
人都只愿意看到他们愿意看到的！社会把大家都标签化，一定要明白严刑逼供的警察局局长同时也是一个失去孩子的母亲。上一秒被侵犯的少女也是下一秒的杀人凶手。
一个可以凭借智慧保护家人免受牢狱之灾的父亲固然可靠，而一个敢于替家人承担牢狱之苦的父亲才是家庭的精神支柱。",3
Kidoจุ๊บ,1.0,5.0,德阳,虎头蛇尾 有点,2
Vivian,,5.0,沈阳,当人生失去了什么的时候再意识到就晚了 拥有的时候要好好珍惜 平凡而伟大的小人物 邪恶势力无处不在 坚信正义善良爱的永恒,2
旅人,1.0,3.5,东阳,有翻拍，有创新，既然印度原版片不能引进，那就翻拍给国人看咯。,5
是小曼呀,2.0,5.0,温州,超好看！！！,2
别偷吃，会变猪,1.0,5.0,苏州,很好看的一部电影，值得观看。,1
Azuiui沈,,4.0,芜湖,结局留的悬念很好,2
如果可以,1.0,4.0,淮安,还不错吧，推荐一看,2
ailibao666,2.0,5.0,漯河,挺不错的挺不错的挺不错的挺不错(*๓´╰╯`๓)♡,2
qXL440099375,,5.0,昆明,具有家长如何与孩子沟通的现实意义！,3
于林飞,,5.0,长春,故事情节完美，是一部值得看的电影,1
oPt214008749,1.0,5.0,深圳,今年最好看的一部电影,1
陈圆,,5.0,北京,值得推荐一下。,3
dNo460077575,,5.0,新乡,演员表演精彩，剧情悬疑生动！好！,3
爱唱歌的格子衬衫🎶,2.0,5.0,上海,超级好看的改编电影！！演员全体演技炸裂！,2
隔壁老王Soul,1.0,5.0,锡林郭勒,肖阳最好的一部作品，满分,2
emmmmmmn丶,,5.0,哈尔滨,挺有意思的。。。。。。。。。。。。。,1
果孑,2.0,5.0,泉州,电影很感人   ,2
zhouyan1118,1.0,4.5,重庆,如果你已知道余生注定的结局，你还有勇气走下去吗？一星给编剧，除了有勇气走下去，还要给这样的结局苦觅一个合理的理由。,3
ofM797903452,2.0,5.0,西安,值得观看，挺有意思的 开始可能觉得和一个母亲的复仇有点像，后边就发现不一样,2
A.BIN,1.0,5.0,固原,超级赞👍🏻咱们中国就是太缺这样的题材,1
我是乖小孩,,5.0,廉江,跟我爱的人一起去看的，我发现肖央的电影总是很好看，演员的演技非常到位看的人心惊胆战的，逻辑也很强，总之一句话很不错,1
ylj307082264,2.0,4.5,太原,非常好看！！,2
yTI741611791,1.0,5.0,银川,作为一个父亲看了很感动，陈冲海报造型误以为是达康,2
梓妤宝贝吖,2.0,5.0,南昌,真的很冷我震撼，小女孩的演技实在是太好了,2
小小影迷,1.0,5.0,三门峡,好！！！！！,3
IJS134953924,,4.5,高密,不建议自己去看，找几个小伙伴比较好，自己看完回来睡不着觉的只有我一个吗？,2
OGR562681598,2.0,5.0,昆明,好看好看好看,2
阿源,1.0,5.0,杭州,"真心不错👍👍
男人只能挡在前面👍👍",4
蜗牛,1.0,5.0,梧州,好看。演员演技出彩。,4
闫文伟,1.0,5.0,天津,很不错，情节很紧凑,1
迪迪【德艺琴行】183-0712-9503,2.0,5.0,孝感,演技特别好，看得心惊胆战，每个爸爸都应该看看，关于青春期教育，价值观,2
。,,5.0,葫芦岛,这电影看我的好大感慨……建议大家看看！不管一个人如何成功显赫，要是不好好管教下一代，养出来一个不成器胡作非为的孩子，他不仅会让你操碎了心，还会毁了你苦心经营的一切（直接或者间接）。而且也不值得同情，还有点大快人心。  有的孩子是孩子 有的孩子是禽兽,1
落地的枫叶,,5.0,西安,特别好看，我姑娘感动的哭了好多次,2
影影,2.0,5.0,泉州,泰国为主题很特别。演员表情,0
小宇.,,5.0,西安,好一个瞒天过海,1
dZx899045139,,4.5,厦门,细节处理的很用心，很真实，最后结尾讲出了人性~,3
ljwa1985,1.0,4.0,太原,不错，节奏很紧凑。结局收尾太匆忙。不过是为了第二部做准备。背景放在泰国。不知道泰国国民看了有撒感想。陈冲演技爆棚，母亲，局长，候选人夫人。陈冲审问小孩的时候，镜头由由近变远，感觉就像个狼外婆与小红帽，里面的每个演员都演技爆棚。值得一看的电影。以前看陈思诚不咋滴，现在对他有所改观了。,2
Chow,1.0,5.0,河源,剧情非常好。,3
QXU131536000,,5.0,哈尔滨,剧情紧凑，看着帮捏把汗，值得一看的电影,2
liS299744940,,5.0,宜兴,虽然推理较为简单，但条理清晰，演员演技不错，是一部好片,2
mzfyy,,4.5,太原,结尾是政治需要吧？！,2
P！nk271,2.0,5.0,大连,真的好看啊 爱了爱了 每个人演技都超奈斯！,2
ogO433667542,2.0,5.0,乌鲁木齐,很好看，值得推荐,2
倦,2.0,5.0,大理,从棺材板上的血迹来说 素察其实并没有被杀死 而是活活憋死在棺材里，而他的尸体已经被爸爸转运到那个要安网络线路的地方（有个大坑）,3
申明,1.0,5.0,南宁,完美复刻原版，精彩,1
YiweN_Even🎡,1.0,2.0,陇南,"不好看，逻辑不严密，bug也太多了，全靠气氛渲染了……没有利刃出鞘好看
不应该9.5,分打高了...浪费我36块哼😞 😞 😞 ",4
想冬眠,2.0,5.0,大连,真的很好看啦！！,3
也总.,2.0,4.0,湛江,全程紧张感，没有预习，算是猜到了开头结尾吧,2
약 없 다,1.0,5.0,兴化,肖哥演技💯   ,2
秋风落叶3486,1.0,0.5,广州,昨晚去到电影院说停电了，给我退票，现在还是没有收到退回来的钱，我想问一下怎么过情况？,1
茅桥👙 艾芘基妮👙 王芳,2.0,4.5,乐山,非常精彩，值得一看,1
一哟,1.0,5.0,黔西南,看了几天后有时间再写的，许多地方记忆依旧深刻。说实话，过程有几个点是我没看懂的，剧情每个时间点前后都有联系，全程无尿点，但凡稍微分心没注意的话可能后面的剧情有的点就看不太懂。回家在网上搜索配合记忆，没看懂的地方豁然开朗，接踵而至的就是一身冷汗。特别是开头男主蹲在埋尸的棺材旁抽烟的情景，我是没看懂的，画面一闪而过，直到结局打开棺材看见棺材班上的抓痕和后面上网搜索才知道，原来素察在男主挖棺的时候还没死，在里面挣扎，男主为了保护家人眼睁睁看他闷死在里面，这一幕被小女儿看到在后面的剧情通过用叉划餐桌表现出来，后知后觉真的觉得一阵毛骨悚然。这一点是与原著不同的改编，也是最好的改编。使整个片子有自己的味道,2
罗青萍,,5.0,西宁,电影很好，充满人性之美，更有佛陀的智慧显现。,2
.尝试忘记.,1.0,5.0,深圳,跟我喜欢的女生一起看的，非常开心,2
💋小辣妈,,5.0,绥化,肖央演的太好了。作为爸爸保护全家人的担当.谭卓眼神太有杀伤力了.最小的小女孩好可爱啊。给她吓哭了我好心痛啊,2
仄言,2.0,5.0,泸州,很喜欢  演技非常棒,2
安娜358,2.0,5.0,富阳,很好看哦，剧情环环相扣，演技都很棒,3
🧚🏻小YY,2.0,5.0,贵阳,很好看～演技派就是不一样,3
💋LG数码科技 磊哥接单号华强北,,5.0,深圳,很不错的电影,3
Li雅栩,2.0,4.5,牡丹江,完美犯罪心理学 要有向不公斗争,3
凯瑞帝,,5.0,杞县,商品很好。已经加入收藏。下一次还会购买的。真是一次极好的购物体验。,3
A琴儿😊ི😊ི,,5.0,绵竹,好看。肖央演技太牛了。,3
年轻人不要走弯路,,5.0,儋州,思绪得到铺展，心灵得到慰籍，感受得到代替，精神得到震撼，正义得到伸张。这是部难得的好电影，值得带成年的孩子家人享受一回。,2
家达,1.0,4.5,佛山,剧情好，父亲的爱表现的很好,2
.,1.0,4.0,锡林郭勒,好片 可看 ,3
RzT377321826,,4.5,武汉,泰国的电影能有这高度真不错，只是结局出乎意料不太好。,5
璀璨,2.0,5.0,菏泽,电影很好看，,1
gKm385183177,,4.5,上海,值得一看的悬疑片，演员表演到位，特别喜欢剧中女警陈冲的表演，颠覆了以往的角色。,3
林丹,,5.0,清远,好睇电影了！,4
安,2.0,4.0,阳泉,我觉得还是值得观看的，普通人的平凡和伟大…,2
chenpeipei00,,5.0,上海,好看！推荐大家去看,3
vCV800423726,,5.0,上海,完成度特别高。,5
一声再见再也不见,1.0,5.0,厦门,剧情紧凑不拖沓，妈妈演的是真的不错,1
阿华田477,1.0,5.0,德阳,很少为电影写观后后感，今天看了控制不住要写两句，太棒了，人性与现实，巧合与智记，都让人印象深刻，只是结尾有点迎合疏而不漏的观念,2
jja558498302,,3.0,义乌,如果去掉结局电影10，分后面结局简直就是败笔,2
椰子林,2.0,5.0,三亚,非常好看，电影剧情跌宕起伏，很精彩。,2
uZe984780496,,5.0,南京,十分好看，吹爆,3
tAr526540219,1.0,4.5,重庆,好看，拍的可以,3
盛世祥物流井铁军,,5.0,诸城,片尾特别感动，不管多忙，抽出时间多陪陪家人和孩子。,2
加利福尼亚少女.,2.0,5.0,大同,这是第一次看肖央演的电影落泪的。,2
秋天,2.0,5.0,银川,非常好看，值得推荐！,2
酷仔仔👾,2.0,5.0,乌兰察布,悬疑点很多，很好看。剧情完美,2
🌸  羽  🌸,2.0,5.0,太原,好看好看好看,2
行行行,1.0,5.0,北京,挺好的呀！！,2
感恩有您—一路同行,1.0,5.0,深圳,非常给力啊非常给力,5
yHn330718106,,4.0,西安,"就是之前抖音上看了太多关于情节的问题
总体来说还不错٩(๑^o^๑)۶",2
xwE544840372,,5.0,桂林,好看，比印度版误杀要好看多了,3
红叶,2.0,5.0,青岛,非常有意义的一部电影,3
肖V亮,,5.0,北海,挺好的不错不错,2
熊玩意他爹,,5.0,兰州,一部好片，值得回味，父亲永远是最后的顶梁柱。,3
_qqft21441346440,,5.0,西安,非常好看的电影，值得一看,4
心态决定未来,1.0,3.0,广州,结局都没说这刑是怎么判的？让人去猜测,2
孟繁龙,1.0,5.0,北京,演的很好，为了正义感保护家人躲过警局内部腐败行为，本片主人翁用智慧的手段处理了案件的暴露。但影片李维杰在当时黑暗社会也是是处于两难局面，可是老百姓的眼睛是雪亮的同情弱者维持正义，另外按现在中国的法条讲应该急时第一时间报警！可按现在讲属于正当防卫不负刑事责任免于起诉。(所以片中的故事情节和国外的一些国家现实社会可相似）而我国的法律有了很大的进步！中国已经发生翻天覆地的变化而努力！,1
sunny,1.0,5.0,锡林郭勒,特别好看 100分,2
dqZ470046878,1.0,4.5,南京,让人惊喜的片子,2
八喜,2.0,5.0,石家庄,超燃超炸超好看！期望值很高，果然没让我失望❤️ ,3
快乐,2.0,5.0,分宜,好看，就是好深奥，李维杰去当警察最好，结局让人伤心，有点看不懂，后面人放了吗？,2
大山,,5.0,北京,妈妈恐惧，逃避全部转移了女儿身上，导演把原生家庭心理学玩的棒极了👍，另外一个家庭有权有势，妈**较爱孩子，爱太过了得到太多孩子就会变成索取者，索取者前提是受害者，他总找自己没有得到的东西，抱怨父母没有给他，他就想办法到社会索取，最终侵害了逃避恐惧的女孩身上，变成施害者。女孩逃避恐惧心理导致她没有用正确方式保护自己，加害了家庭其他人甚至社会。施害者加害者和受害者在一起纠缠，最后受害者又转移到自己下一代变成加害者。妈妈在她父母身上没有被爱的联结，她会在自己孩子身上索取爱，转移了孩子身上成了加害者。影片最后用了赎罪方式把施害者和受害者还有整个社会内在的爱都联结，赎罪是最好疗愈心灵创伤和世代纠缠。,4
lulu陆噜,2.0,5.0,海口,剧情无敌真的好看,2
Alex,,4.0,泰安,整体比较满意，基本符合人们的认知！,2
CpH960977342,1.0,5.0,湛江,太触动人心了！作为一名父亲必须牺牲自己，保护家人！好看！小女孩被吼的那一刻真的是受不了........,2
彬临城下watfak,,5.0,乌鲁木齐,超级好看满意,3
玄心奥妙,1.0,5.0,北京,挺好看的，不错！,2
夹心你姐姐,2.0,3.5,南京,改编的部分不好,2
人间四月天,2.0,5.0,淮北,完美演绎，好片,2
ジ向你゛倾诉,,5.0,赤峰,非常好看，值得信赖,2
bKg297128397,,5.0,上海,我唯一能做的就是挡在你们面前,5
最初的温柔335,2.0,5.0,佛山,可怜天下父母心,2
Ler595698666,,5.0,綦江,是不错的电影,1
syche11,1.0,5.0,上海,总体还是不错的，故事比较完整,2
sHv108604171,,5.0,乌鲁木齐,剧情紧凑，环环相扣，十分烧脑，非常好看。,3
lynx4321,,3.5,沈阳,感觉八分是合理的,4
🌈🛫N a,2.0,5.0,北京,我替我老公写的影评，他说：全程无尿点，哈哈哈哈😂,2
Hwo320237059,,5.0,鄂尔多斯,过程中百感交集！,2
🍀A、Eleven,1.0,5.0,沈阳,很好看 ，良心作品，虽然是翻拍，剧情紧凑 演员也很在戏 特别推荐,3
X放手X,1.0,5.0,北京,匹夫之勇，血溅五步。,4
即将饿死的边缘,1.0,4.0,内江,我觉得可以。,4
毅,1.0,5.0,广州,本年度最好的一部电影、超赞,4
yoke丶,2.0,5.0,淮安,还行，值得一看,2
KXc600447314,,4.5,上海,不错的样子！！！！！,3
元气少女郭德纲,,5.0,惠州,很好看，影片里的每一个动作，都对后面的影片有联系，而且最后说的那段话，都把我给看的感动了，真的是太好看了。剧情的恐怖是可以接受的恐怖，最后留白的画面也让人欲犹未尽,2
杨琪,2.0,5.0,营口,感觉看完了心情有点沉重,1
小葡萄wuw,,5.0,成都,国产剧良心之作。真心好看。,3
亮Yes！,1.0,3.5,武汉,演技都在线，剧情不够严谨。,2
AEd616863131,1.0,5.0,泉州,画面色彩独特，情节紧凑，演员表现上乘，推荐！,3
Yqn728579007,,5.0,深圳,巨好看，感觉就很好推荐大家看,2
倚剑客0901,1.0,5.0,乌鲁木齐,非常不错，值得推荐,3
明天快乐257,1.0,5.0,綦江,完美的电影 精彩,2
hTf385789987,,4.5,襄阳,可以看看。默默观看,1
旅途需要宏先生,,5.0,无锡,剧情不错。好看。,2
狂,2.0,4.0,武汉,很值得一看的影片,2
Oro964853246,,5.0,北京,很棒，细节需要细细揣摩、剧情不拖沓，喜欢这类电影,2
hsy610516,2.0,5.0,嘉峪关,和女儿看了一场午夜电影，还是悬疑破案片，整场电影就我们两人，和包场没什么区别。看电影之前看到评分很高，所以很期待，看完之后我打10分，整部电影代入感很强，虽然演员都不是大明星，但演技很牛，整个故事情节和案情全靠演员的眼神来表现的淋漓尽致，整个案情推敲无懈可击，以致连一个精明的警察局长最后也无话可说，故事的最后又延伸到人性，对孩子的教育问题，值得深思，看完电影，女儿还在深究电影不得其解的细节问题，然后搜了网友的电影解析，然后恍然大悟，导演很棒，演员也很棒，加油！期待更好的作品。,2
zouliang945,1.0,5.0,深圳,的确精彩，斗智斗勇,3
Hor2°,1.0,4.5,南昌,还不错，剧情安排的好,2
过。二728,1.0,4.0,岳阳,就是翻拍印度的误杀瞒天记结局做了下改动,4
逄啊,,5.0,邯郸,好看啊啊啊啊,2
坚持明天,1.0,5.0,湛江,"{""launch_rec_request"": {""content"": {""extra_key"": ""task_id=47795&page_id=10&mod_id=1004&task_owner=11&vid=u3039fk8nsu&cid=&lid=&timestamp=1577550386504&mat_id=108464&mat_type=9&logsour=2140220282&idx=af0ad39d389502faa035a051b1f5924a"", ""task_owner"": 11}}}",3
