用户名,用户主页,推荐星级,评论时间,短评信息,投票次数,城市,用户签名
"""eMily""┆rehab",https://www.douban.com/people/emilycou/,推荐,2019-12-18 21:05:37,第一次看肖央演正剧，他的三白眼真是让我跳戏(笑）没看过印度原版，剧情确实很不错，有张力也有隐喻有深度👏设定在泰国，拍出来却有着南洋魔幻的感觉，非常奇妙的观感,0,广东广州,Why  so serious?
Mona Lishark,https://www.douban.com/people/run11run/,还行,2019-12-12 13:51:51,改编整个是比印度原版更紧张更娱乐的。我就，求一副陈冲的太阳镜。,2,Isle of Man,爱吃小孩
Doradora31,https://www.douban.com/people/xiaolanhou/,还行,2019-12-22 23:18:39,钱真是花到了点儿上。说真的，原作好的地方能老老实实地照抄，没有自恋地“创新”也是很不容易了。新的视听语言确实是有效的，肖央和陈冲也都很棒。只是无论如何，这种改编电影该如何让人去评判它的好坏呢？,1,"Los Angeles, United States",歩いても歩いても
cyanyyy,https://www.douban.com/people/177254768/,还行,2019-12-20 22:24:02,真是一個正能量結局毀了一切 以及 你說可不可怕真的會有人查你的觀影紀錄！！,2,"Fukuoka, Japan",困乏我多情
默语生,https://www.douban.com/people/yeun/,推荐,2019-12-19 12:20:38,蛮好的翻拍，可以看到国产版情节与价值观方面的锦上添花。案件细节设计更复杂，应该说糅合了很多犯罪悬疑类电影和小说的桥段吧，看到迷影向致敬梗偶尔会心一笑。结尾稍微疲软，好在字幕后的彩蛋勾到一点令人沉思的回味。感觉陈思诚在深耕犯罪侦探这个领域，工业班底和创作风格都基本成了样子。,1,北京,若批评不自由，则赞美无意义
空气刘海方小瑜,https://www.douban.com/people/TORTURE/,推荐,2019-12-10 20:35:18,很好啊，国产院线片能做成这样很好了,2,北京,原来
噗呲噗呲好多鱼,https://www.douban.com/people/131849470/,推荐,2019-12-23 17:16:51,强行自首的结局虽然突兀，但也复合国情。,1,上海,我的理想是不上班。
超人叔叔,https://www.douban.com/people/chaorenshushu/,还行,2019-12-13 21:10:41,改编拍出了蒙太奇的精髓 男人的担当 影迷的倔强 舆论的可畏 内心的归属 IMAX 2D 29,1,浙江杭州,404 Not Found
少年夏不安,https://www.douban.com/people/bluejiang/,推荐,2019-12-23 22:26:34,在没看过原版的情况可以打个四星吧。湖边淹车那场戏仿佛看到宋康昊，肖央跟谭卓俩人真的很有韩国电影的气质。陈冲很飒。然后一直以为字幕交代下自首就行了，没想到真拍了那么长的自首戏………,1,浙江杭州,轻浮而纠结的老少年。
CSGrandeur,https://www.douban.com/people/CSGrandeur/,推荐,2019-12-18 21:02:46,肖央确实表现惊艳，不过超神还是其他演员略尬的衬托。整部电影配乐情绪很到位，为过审强行自首基本告别五星。,1,湖南长沙,电影打分补完计划
Gastronome,https://www.douban.com/people/54154563/,推荐,2019-12-14 22:37:02,我觉得电影真的可以再大胆点 不能接受这个结局 忙活了一个多小时最后全自首了？,3,贵州贵阳,无签名
林知,https://www.douban.com/people/urmyeyes/,还行,2019-12-19 22:37:48,整體值回票價，看到要查一千部的觀影記錄感覺自己的豆瓣也會有一天被掘墳...一只豆瓣鵝的真實恐懼。,1,新疆阿勒泰,情最难久，性自有常。
沈一泓,https://www.douban.com/people/40153329/,还行,2019-12-22 22:52:43,跟原版想必 结尾太弱了,0,黑龙江大庆,无签名
线线,https://www.douban.com/people/janelle.c/,推荐,2019-12-14 17:31:08,短短一个片头，致敬了肖申克的救赎和活埋。片尾秦沛的笑不明其意。如果不去自首，我会给5星。,0,浙江杭州,无签名
宅拾叁,https://www.douban.com/people/gongzitian/,还行,2019-12-14 16:58:15,是的这个本子我之前就说过两个小时绝对拍不差。可惜了，我以为风格泰国影片化，加上大环境没在国内拍的原因就是要全盘翻拍了，没想到还是免不了自首戏码。开放结尾和小彩蛋其实仔细想想没多大意思，一个那么聪明的人，明知道所处环境国家的体制有大问题，还要去自首那我觉得剧本就有毛病，如果你放在国内那我觉得还可以，结尾照应开头黑的那一下又让人摸不着头脑了，这编剧导演到底是碍于审查还是什么原因？又要自首又要故意黑化一下。隐隐晦晦这种故事还是看的提不起劲。ps.陈思诚虽然渣，但真的是中国迷影悬疑电影第一人，剪辑方面也借鉴了先前悬疑类好电影的方法，这点还是要服气。,0,陕西商洛,what a fucking word.
李多余,https://www.douban.com/people/laroky/,推荐,2019-12-20 19:56:31,结尾太烂了。别的都还可以。肖央陈冲表现出彩，大女儿令人失望。得知她是陈冲的女儿之后，更为失望,1,上海,夜晚，我用呼吸点亮星辰
sweetbear,https://www.douban.com/people/akanetx/,还行,2019-12-21 11:39:11,看过2000部电影，我是不是可以说没有任何套路是新的？肖央长得有点像新井浩文,0,北京,一岁一枯荣
她失去了控制,https://www.douban.com/people/2921504/,较差,2019-12-20 23:43:58,陈冲演的太垃圾了，去死一死,2,北京,无签名
計画通り,https://www.douban.com/people/77099714/,还行,2019-12-07 23:23:33,和原版各有千秋。把原版的偷拍升级为迷奸，是高明的矛盾激化，后续剧情也抓住社会问题来做文章，对教育、司法与人性这三元的讨论，棋高一着。直接点出了韩国《蒙太奇》的梗，姿态无比大方的迷影色彩就比原版更可爱。原版前40分钟又长又臭，翻拍又有些仓促，大刀阔斧缩减篇幅，三言两语就带过了原版最精彩的“瞒天记”，还增加了诸多口号式的家庭戏码，这就是泛滥煽情了（不过确实很合中国观众的口味）。技法单一，时不时抽掉人声轨，滥用慢镜头和特写。佳在演员表现出色，所以翻拍版两个家庭间的博弈更显张力。不过，本片也有克制的一面，对误杀的事实和埋尸地点都提示得很含蓄，最后街头采访秦沛的留白很妙。冷漠的21世纪，路人缘真重要呐，多行善积德吧，关键时刻甚至连羊都会帮你……,3,"Kyoto, Japan",无签名
说什么图灵,https://www.douban.com/people/memorymare/,力荐,2019-12-13 17:49:00,本来冲着陈冲去的，没想到节奏和完成度影像语言都挺不错的。前面半小时有点温吞，从陈冲开大后就特别嗨了。结局是挺倒胃口的，不过也能理解，毕竟都已经把故事搬到泰国了。很惊喜。肖阳演技还需要加强，换个演技更好的可以更出色。,1,未知,宝鼎茶闲烟尚绿，幽窗棋罢指犹凉
彼得☆潘,https://www.douban.com/people/peterpandouban/,推荐,2019-12-14 17:01:37,观影千篇，其义自见。所以影单上排在《蒙太奇》后面的是《白夜行》，也是暗示肖央会用主动投案来保护亲人？或是说把《白夜行》剪接进来这本身就是蒙太奇的手法？,2,北京,善生活者，故隐其名。
土,https://www.douban.com/people/Face0706/,很差,2019-12-06 21:12:26,鑒別一下哪些大 V 收錢打好評了，傻逼電影，特傻逼。,3,湖北武汉,无签名
半袖,https://www.douban.com/people/microblue/,推荐,2019-12-24 09:09:11,看完后经王员外点拨才明白了开场陈冲破陈志朋案子时警员问她绳子哪里来的那段意图是什么。节奏紧凑，还是好看的，对肖央印象改观，对搬至泰国、突兀的结局感到无奈和同情。而终场演员表时我居然凭国籍猜到了平平是陈冲的女儿。20191221,0,江苏南京,垂死病中惊坐起  今天又没看文献
岁月无痕,https://www.douban.com/people/105196709/,还行,2019-12-20 18:52:56,比印版更为细腻，尤其是陈冲饰演的女警察，没有以往的脸谱化，赋予该人物对子的温情，还加入查观影记录的片段，来完善推理链条，本来算是翻拍的佼佼者，但最后的自首实在是突兀，既然如此又何必把故事安排在混乱不堪的泰国呢？,0,江西抚州,坚持才有希望
国王KING,https://www.douban.com/people/problemchildren/,推荐,2019-12-22 17:06:51,完美犯罪。不过破案关键是“观影记录”有点出戏……,0,广东广州,霍格沃茨在读生
夏日扬帆,https://www.douban.com/people/dennisummer/,推荐,2019-12-17 21:39:33,市长越看越像炸鸡叔……基本上看到一半就知道用的是嫌疑人X的套路了，结果竟然说是韩国片（不过也没差就是了），但是矛盾上处理得更好，毕竟父母之爱，特别是两个母亲的对峙特别能让人理解和被打动,0,湖南长沙,船长，我的船长
Obtson,https://www.douban.com/people/Obtson/,还行,2019-12-24 14:58:47,让李安叫爸爸，便宜都给你占了。,1,广东广州,我有三百个转笔刀
马西嘻嘻嘻,https://www.douban.com/people/plastictreeman/,推荐,2019-12-16 00:28:33,3.5,0,"Paris, France",Grrrrrr
空山,https://www.douban.com/people/139964679/,还行,2019-12-16 00:29:09,比原版可强太多了，几乎改正了所有缺点（除了毫无节制的慢镜），男主的自首也从开始就埋下伏笔，减少和谐的生硬感。谭卓和陈冲的对戏，生动演绎了什么叫咬碎一口银牙。我最喜欢的，是导演最重要的一处改编，把一场案件升级为社会暴乱，对接HK现实可能是无意，但这份控诉和担忧很有态度。,1,北京,"Be who u are, do what u love."
草儿与你,https://www.douban.com/people/177975868/,还行,2019-12-11 11:21:56,还行吧，就知道结局要去自首了，说是玩弄智商，还不如说是玩弄舆论,2,未知,无签名
王维涛,https://www.douban.com/people/50859543/,很差,2019-12-22 17:04:34,羊只要能好好的吃草，才不会管是谁在褥他们身上的毛呢。,1,北京,无签名
影启缘末,https://www.douban.com/people/48934135/,力荐,2019-12-22 21:44:57,拼接事实，操控舆论，简直是一个学新闻人的梦想，太过瘾！,1,北京,无签名
逆骨,https://www.douban.com/people/Dolorse/,推荐,2019-12-15 16:32:53,“查！查他近一年的观影记录！”（豆瓣网友虎躯一震瑟瑟发抖,2,未知,无签名
珠我好运,https://www.douban.com/people/celt/,推荐,2019-12-06 09:44:02,"虽然作为一部翻拍片，少了很多悬疑感，但是作为一个新导演的处女作，发挥的还是挺不错的。
整体情节干净利落，有始有终。有一些bug不能细究。
主要演员演技都比较在线，尤其喜欢肖央和陈冲的对手戏。
片中还有致敬《肖申克的救赎》、《蒙太奇》等迷影片段，体现出监制陈思诚的印迹还挺多。
7分",1,江苏南京,无签名
不滅華,https://www.douban.com/people/lzyspace/,还行,2019-12-20 02:50:35,最后那个结局就真的很生硬，虽然可以解释为内心不安良心过不去，但既然百分之九十五都在讲怎么布置脱罪，就没必要在成功之际搞什么尴尬的忏悔酱！！！！,1,"Sydney, Australia",純情きらり☆
锐利修蕊,https://www.douban.com/people/ruilixiurui/,还行,2019-12-18 17:39:54,其实制片可以更理直气壮，而不是把所有的怨怼都反弹回迷影向，这明明是一部“废柴影迷反击胜利”的翻拍电影，但放在架空环境里，它的出现原是带着更高期望去的。乌拉那拉氏陈冲过足了戏瘾，一扫《如懿传》被《延禧攻略》截胡的痛楚，但身兼剧情需要职能的谭卓，只有在面对面时才发力太不过瘾。电影利用了秦沛和姜皓文一以贯之的形象和演技，肖央最高光处是脱离戏剧本体的那一个失神反击。我从来不建议大家中途离场，但这部电影提醒了我，观众可以选择看到适合自己的结局时方可离场，让绝大多数国产院线特色结局，都留给美好的审查。,0,北京,这里一切如新
